"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"1236","Quercus havardii","Fagaceae","Quercus havardii var. tuckeri S.L.Welsh","Fagaceae","Quercus havardii var. tuckeri","S.L. Welsh","flowering plants","Accepted","Fagaceae","S.L. Welsh","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona","Navajo","[Locality information hidden to protect endangered species]",NA,NA,1955-10-08,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626944517","J. M. Tucker; with Horace S. Haskall","2932-23",1955-10-08,NA,NA,NA,NA,0,NA,1,"specimen"
"1237","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis Duncan","Fagaceae","Quercus oglethorpensis","Duncan","flowering plants","Accepted","Fagaceae","Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Georgia","Jasper","[Locality information hidden to protect endangered species]",NA,NA,2000-08-01,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,72,NA,NA,NA,2000-08-01,"Milo Pyne",2000-08-01,NA,0,0,NA,1,"plot"
"1238","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Utah",NA,"[Locality information hidden to protect endangered species]",NA,NA,2004-06-30,"VegBank","Southwest GAP, Utah",NA,NA,NA,25,NA,NA,NA,2004-06-30,"Michael Lee",2004-06-30,NA,0,0,NA,1,"plot"
"1239","Quercus georgiana","Fagaceae","Quercus georgiana M.A.Curtis","Fagaceae","Quercus georgiana","M.A. Curtis","flowering plants","Accepted","Fagaceae","M.A. Curtis","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Georgia",NA,"[Locality information hidden to protect endangered species]",NA,NA,1899-08-15,"GBIF","MNHN","MNHN","MNHN","P",4620,"731714690","Curtiss, A.H.",NA,1899-08-15,NA,NA,NA,NA,0,NA,1,"specimen"
"1240","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis Duncan","Fagaceae","Quercus oglethorpensis","Duncan","flowering plants","Accepted","Fagaceae","Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Alabama","Hale","[Locality information hidden to protect endangered species]",NA,NA,1998-02-12,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"3",1998-02-12,NA,NA,NA,0,0,NA,1,"plot"
"1241","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis Duncan","Fagaceae","Quercus oglethorpensis","Duncan","flowering plants","Accepted","Fagaceae","Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Georgia","Jasper","[Locality information hidden to protect endangered species]",NA,NA,2000-08-01,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,72,NA,NA,NA,2000-08-01,"Milo Pyne",2000-08-01,NA,0,0,NA,1,"plot"
"1242","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona","Navajo","[Locality information hidden to protect endangered species]",NA,NA,1990-08-10,"GBIF","ASU","ASU","ASU","Plants",4193,"2270618437","L. R. Landrum; S.S.Landrum","7242",1990-08-10,NA,NA,NA,NA,0,NA,1,"specimen"
"1243","Quercus havardii","Fagaceae","Quercus havardii var. tuckeri S.L.Welsh","Fagaceae","Quercus havardii var. tuckeri","S.L. Welsh","flowering plants","Accepted","Fagaceae","S.L. Welsh","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona","Navajo","[Locality information hidden to protect endangered species]",NA,NA,1955-10-08,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626929524","J. M. Tucker; with Horace S. Haskall","2932-13",1955-10-08,NA,NA,NA,NA,0,NA,1,"specimen"
"1244","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis Duncan","Fagaceae","Quercus oglethorpensis","Duncan","flowering plants","Accepted","Fagaceae","Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Alabama","Hale","[Locality information hidden to protect endangered species]",NA,NA,1998-02-12,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"15",1998-02-12,NA,NA,NA,0,0,NA,1,"plot"
"1245","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Utah",NA,"[Locality information hidden to protect endangered species]",NA,NA,2002-09-15,"VegBank","Southwest GAP, Utah",NA,NA,NA,25,NA,NA,NA,2002-09-15,"Michael Lee",2002-09-15,NA,0,0,NA,1,"plot"
"1246","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis Duncan","Fagaceae","Quercus oglethorpensis","Duncan","flowering plants","Accepted","Fagaceae","Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Alabama","Hale","[Locality information hidden to protect endangered species]",NA,NA,1998-02-12,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"6",1998-02-12,NA,NA,NA,0,0,NA,1,"plot"
"1247","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Utah",NA,"[Locality information hidden to protect endangered species]",NA,NA,2002-09-14,"VegBank","Southwest GAP, Utah",NA,NA,NA,25,NA,NA,NA,2002-09-14,"Michael Lee",2002-09-14,NA,0,0,NA,1,"plot"
"1248","Quercus havardii","Fagaceae","Quercus havardii var. tuckeri S.L.Welsh","Fagaceae","Quercus havardii var. tuckeri","S.L. Welsh","flowering plants","Accepted","Fagaceae","S.L. Welsh","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona","Navajo","[Locality information hidden to protect endangered species]",NA,NA,1955-10-09,"GBIF","ASU","ASU","ASU","Plants",4193,"2270619884","John M. Tucker; Horace S.Haskell","2933-12",1955-10-09,NA,NA,NA,NA,0,NA,1,"specimen"
"1249","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis Duncan","Fagaceae","Quercus oglethorpensis","Duncan","flowering plants","Accepted","Fagaceae","Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Alabama","Hale","[Locality information hidden to protect endangered species]",NA,NA,1998-02-12,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"1",1998-02-12,NA,NA,NA,0,0,NA,1,"plot"
"1250","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Utah",NA,"[Locality information hidden to protect endangered species]",NA,NA,2002-09-17,"VegBank","Southwest GAP, Utah",NA,NA,NA,25,NA,NA,NA,2002-09-17,"Michael Lee",2002-09-17,NA,0,0,NA,1,"plot"
"1251","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona","Coconino","[Locality information hidden to protect endangered species]",NA,NA,2006-08-05,"GBIF","DES","DES","DES",NA,4343,"1846505249","Wendy C. Hodgson; Amy Prince","21279",2006-08-05,NA,NA,NA,NA,0,NA,1,"specimen"
"1252","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis Duncan","Fagaceae","Quercus oglethorpensis","Duncan","flowering plants","Accepted","Fagaceae","Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Alabama","Hale","[Locality information hidden to protect endangered species]",NA,NA,1998-02-12,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"12",1998-02-12,NA,NA,NA,0,0,NA,1,"plot"
"1253","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Utah",NA,"[Locality information hidden to protect endangered species]",NA,NA,2003-09-14,"VegBank","Southwest GAP, Arizona","Art Schuab",NA,NA,48,NA,NA,NA,2003-09-14,"Michael Lee",2003-09-14,NA,0,0,NA,1,"plot"
"1254","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,2006-04-27,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430360807","Tim Thibault, Chelsea Ames, Valentin Arvizu, Heather Porter, Janet Takara","421",2006-04-27,NA,NA,NA,NA,0,NA,1,"specimen"
"1255","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1953-05-02,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270272105","Cornelius H. Muller","9555",1953-05-02,NA,NA,NA,NA,0,NA,1,"specimen"
"1256","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626947095","John M. Tucker","2963-2",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1257","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-31,"GBIF","SFV","SFV","SFV",NA,4768,"2575155813","J. M. Tucker","s. n. No.9",1992-03-31,"J. M. Tucker",NA,NA,NA,0,NA,1,"specimen"
"1258","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona",NA,"[Locality information hidden to protect endangered species]",NA,NA,2001-07-27,"VegBank","Southwest GAP, Arizona","Keith Pohs",NA,NA,48,NA,NA,NA,2001-07-27,"Michael Lee",2001-07-27,NA,0,0,NA,1,"plot"
"1259","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-31,"GBIF","SD","SD","SD",NA,4760,"2424940639","John M. Tucker","s.n.",1992-03-31,NA,NA,NA,NA,0,NA,1,"specimen"
"1260","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-31,"GBIF","DAV","DAV","DAV",NA,4338,"2421672550","John M. Tucker","s.n.-No.'s2-5",1992-03-31,"Det. J.M.T.",NA,NA,NA,0,NA,1,"specimen"
"1261","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Texas","Andrews","[Locality information hidden to protect endangered species]",NA,NA,1996-10-11,"NY","NY","NY","NY","Herbarium",251,"201906","J. B. Walker","1982",1996-10-11,"J. B. Walker",1997-01-01,NA,0,0,NA,1,"specimen"
"1262","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-31,"GBIF","DAV","DAV","DAV",NA,4338,"2421672581","John M. Tucker","s.n.-No. 1",1992-03-31,"Det. J.M.T.",NA,NA,NA,0,NA,1,"specimen"
"1263","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1932-05-07,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270272280","Fosberg, F.","8161",1932-05-07,NA,NA,NA,NA,0,NA,1,"specimen"
"1264","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Texas","Gray","[Locality information hidden to protect endangered species]",NA,NA,1990-08-06,"GBIF","LSU","LSU","LSU","Vascular Plants",4573,"1269699681","Robert Burckhalter","1875",1990-08-06,NA,NA,NA,NA,0,NA,1,"specimen"
"1265","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-31,"GBIF","DAV","DAV","DAV",NA,4338,"2421672702","John M. Tucker","s.n.",1992-03-31,"Det. J.M.T.",NA,NA,NA,0,NA,1,"specimen"
"1266","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626950098","John M. Tucker","2963-2",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1267","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,2017-10-12,"GBIF","UCR","UCR","UCR",NA,4853,"2422521240","Jeremiah George","s.n.",2017-10-12,NA,NA,NA,NA,0,NA,1,"specimen"
"1268","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Texas","Gray","[Locality information hidden to protect endangered species]",NA,NA,1990-08-06,"GBIF","KU","KU","KU","KANU",4532,"623656327","Robert Burckhalter; J Gilliland",NA,1990-08-06,"Robert Burckhalter",NA,NA,NA,0,NA,1,"specimen"
"1269","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-31,"GBIF","SD","SD","SD",NA,4760,"2424940471","John M. Tucker","s.n.",1992-03-31,NA,NA,NA,NA,0,NA,1,"specimen"
"1270","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1941-03-14,"GBIF","UCR","UCR","UCR",NA,4853,"2422400008","Reid Moran","707",1941-03-14,"J.M. Tucker",2006-01-01,NA,NA,0,NA,1,"specimen"
"1271","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-31,"GBIF","DAV","DAV","DAV",NA,4338,"2421672557","John M. Tucker","s.n.-No.'s6-8",1992-03-31,"Det. J.M.T.",NA,NA,NA,0,NA,1,"specimen"
"1272","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis Duncan","Fagaceae","Quercus oglethorpensis","Duncan","flowering plants","Accepted","Fagaceae","Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","South Carolina","McCormick","[Locality information hidden to protect endangered species]",NA,NA,2010-08-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,NA,NA,"7",2010-08-26,NA,NA,NA,0,0,NA,1,"plot"
"1273","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626945834","John M. Tucker","2963-15",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1274","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1953-05-02,"GBIF","OBI","OBI","OBI",NA,4679,"2270209893","Robert J. Rodin","5820",1953-05-02,"Quercus dumosa, J.M. Tucker, 1979; Quercus pacifica, David J. Keil, 2011",NA,NA,NA,0,NA,1,"specimen"
"1275","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-04-01,"GBIF","UCR","UCR","UCR",NA,4853,"2462934639","J.M. Tucker","s.n.",1992-04-01,NA,NA,NA,NA,0,NA,1,"specimen"
"1276","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1928-03-28,"GBIF","DAV","DAV","DAV",NA,4338,"2421685309","P. B. Kennedy","s.n.",1928-03-28,"J. M. Tucker, 2008",NA,NA,NA,0,NA,1,"specimen"
"1277","Quercus oglethorpensis","Fagaceae","Quercus oglethorpensis W.H.Duncan","Fagaceae","Quercus oglethorpensis","W.H. Duncan","flowering plants","Accepted","Fagaceae","W.H. Duncan","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Georgia","Oglethorpe","[Locality information hidden to protect endangered species]",NA,NA,1942-07-12,"GBIF","UConn","UConn","UConn","CONN",1807,"415899177","W.H. Duncan","5532",1942-07-12,NA,NA,NA,NA,0,NA,1,"specimen"
"1278","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Texas","Ward","[Locality information hidden to protect endangered species]",NA,NA,2003-05-11,"GBIF","KU","KU","KU","KANU",4532,"684010162","Glenn Kroh; Dora Sylvester",NA,2003-05-11,"Dora Sylvester",NA,NA,NA,0,NA,1,"specimen"
"1279","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Arizona",NA,"[Locality information hidden to protect endangered species]",NA,NA,2001-09-06,"VegBank","Southwest GAP, Arizona","Keith Pohs",NA,NA,48,NA,NA,NA,2001-09-06,"Michael Lee",2001-09-06,NA,0,0,NA,1,"plot"
"1280","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1941-03-14,"GBIF","UCR","UCR","UCR",NA,4853,"2422423295","Reid Moran","708",1941-03-14,"K.C. Nixon",1980-01-01,NA,NA,0,NA,1,"specimen"
"1281","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626944828","John M. Tucker","2963-6",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1282","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,2017-06-29,"GBIF","UCR","UCR","UCR",NA,4853,"2422518380","Mitch Provance; Scott Duff","617--69",2017-06-29,NA,NA,NA,NA,0,NA,1,"specimen"
"1283","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1992-03-29,"GBIF","DAV","DAV","DAV",NA,4338,"2421672693","John M. Tucker","s.n.",1992-03-29,"Det. J.M.T.",NA,NA,NA,0,NA,1,"specimen"
"1284","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,NA,"GBIF","DAV","DAV","DAV",NA,4338,"2421711004","Ralph Day","s. n.",NA,"John M. Tucker13 Oct 1994",NA,NA,NA,0,NA,1,"specimen"
"1285","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","New Mexico","Chaves","[Locality information hidden to protect endangered species]",NA,NA,1955-10-24,"GBIF","DAV","DAV","DAV","Herbarium",4338,"2626950835","John M. Tucker","2963-4",1955-10-24,NA,NA,NA,NA,0,NA,1,"specimen"
"1286","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,2009-05-03,"GBIF","LD","LD","LD","General",4544,"788554766","Mogens Thornberg",NA,2009-05-03,NA,NA,NA,NA,0,NA,1,"specimen"
"1287","Quercus havardii","Fagaceae","Quercus havardii Rydb.","Fagaceae","Quercus havardii","Rydb.","flowering plants","Accepted","Fagaceae","Rydb.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","Texas","Gray","[Locality information hidden to protect endangered species]",NA,NA,1974-07-31,"GBIF","KU","KU","KU","KANU",4532,"623656438","Steve Stephens",NA,1974-07-31,"Steve Stephens",NA,NA,NA,0,NA,1,"specimen"
"1288","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1931-03-25,"GBIF","UCR","UCR","UCR",NA,4853,"2422400382","F. Raymond Fosberg","S--4358",1931-03-25,"J.M. Tucker",2006-01-01,NA,NA,0,NA,1,"specimen"
"1289","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,1941-03-14,"GBIF","SD","SD","SD",NA,4760,"2424939501","Reid Moran","708",1941-03-14,"Fred M. Roberts, Jr.; 2000",NA,NA,NA,0,NA,1,"specimen"
"1290","Quercus pacifica","Fagaceae","Quercus pacifica Nixon & C.H.Mull.","Fagaceae","Quercus pacifica","Nixon & C.H. Mull.","flowering plants","Accepted","Fagaceae","Nixon & C.H. Mull.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California","Los Angeles","[Locality information hidden to protect endangered species]",NA,NA,2017-06-29,"GBIF","UCR","UCR","UCR",NA,4853,"2422520809","Mitch Provance; Scott Duff","617--60",2017-06-29,NA,NA,NA,1,0,NA,1,"specimen"
